department,education,fullName,gender,eligibleOverTime,active,martialStatus,jobRole,attritionDescription,businessTravel,stockOptionLevel,birthdate,distancefromhome,environmentSatisfaction,GrossMonthlyRate,jobInvolvement,jobLevel,jobSatisfaction,netHourlyRate,numPreviousCompanies,percentSalaryHike,performanceRating,relationshipSatisfaction,totalWorkingYears,trainingTimesLY,worklifeBalance,yearsAtCompany,yearsCurrentRole,yearsSinceLastPromotion,yearsCurrManager,Date Recrutement,Date Exit
Sales,Bachelor's Degree,Michael Jackson,Male,1,1,Divorced,Sales Executive,Not enough career opportunities ,Travel_Rarely,Low,19940529,5,1,3356,2,2,2,43,1,13,3,2,10,3,2,10,0,0,9,3/31/2013 0:00,
Sales,Bachelor's Degree,Michelle Huff,Female,1,1,Married,Sales Executive,Lack of employee motivation,Travel_Rarely,Low,19770414,10,3,11563,2,3,4,94,2,19,3,3,15,3,3,3,2,1,2,3/29/2020 0:00,
Sales,Bachelor's Degree,Michelle West,Male,0,1,Single,Sales Executive,Poor workplace culture,Travel_Rarely,None,19950620,5,4,23490,3,2,1,84,0,18,3,4,6,4,3,5,4,1,3,3/30/2018 0:00,
Sales,Bachelor's Degree,Mirella Syddie,Female,0,0,Single,Sales Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,20021126,12,3,25422,4,1,2,90,1,15,3,4,1,0,3,1,0,0,0,,
Sales,Bachelor's Degree,Misty Brooks,Male,0,1,Married,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,Low,19830827,26,3,22217,3,2,1,74,1,14,3,2,8,3,2,7,7,7,5,3/30/2016 0:00,
Sales,Bachelor's Degree,Misty Cantera,Female,0,1,Single,Sales Executive,Lack of employee motivation,Travel_Frequently,None,19910705,8,2,15589,3,3,4,43,1,14,3,4,9,2,3,9,8,3,7,3/31/2014 0:00,
Sales,Bachelor's Degree,Monica Ochoa,Female,0,1,Married,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Medium,19871126,3,1,12695,2,3,4,94,0,19,3,3,10,2,3,9,7,3,4,3/31/2014 0:00,
Sales,Bachelor's Degree,Mr. Joseph Bryant,Female,1,1,Married,Sales Executive,Not enough career opportunities ,Travel_Rarely,None,19961229,10,4,7100,2,2,4,98,1,11,3,4,6,3,3,6,2,4,4,3/30/2017 0:00,
Sales,Bachelor's Degree,Mrs. Paula Lambert MD,Male,0,1,Single,Sales Executive,Poor workplace culture,Travel_Rarely,None,19940322,10,3,23413,2,2,3,42,9,11,3,3,8,2,3,5,2,1,4,3/30/2018 0:00,
Sales,Bachelor's Degree,Ms. Anna Morrow,Male,0,1,Single,Sales Executive,Lack of employee motivation,Travel_Rarely,None,19900124,3,4,15891,1,2,1,81,3,18,3,4,15,2,3,13,9,3,12,4/1/2010 0:00,
Sales,Bachelor's Degree,Ms. Lisa Gaines,Male,0,1,Married,Sales Executive,Poor job satisfaction and pay,Non-Travel,Low,19780919,26,1,24162,2,2,1,52,1,15,3,1,10,2,3,10,7,4,5,3/31/2013 0:00,
Sales,Bachelor's Degree,Ms. Rhonda Stuart,Male,0,1,Married,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,Low,19921202,7,2,12241,4,2,4,100,4,11,3,2,10,3,2,8,7,7,7,3/31/2015 0:00,
Sales,Bachelor's Degree,Natasha Bowers,Male,0,1,Married,Sales Executive,Poor job satisfaction and pay,Travel_Frequently,None,19740709,2,4,13243,2,2,2,63,2,14,3,4,17,3,2,9,6,0,8,3/31/2014 0:00,
Sales,Bachelor's Degree,Natasha Sullivan DDS,Female,1,0,Single,Manager,Poor workplace culture,Travel_Rarely,None,19780929,2,1,2493,1,5,2,94,2,16,3,1,26,2,3,24,10,1,11,5/8/2009 0:00,
Sales,Bachelor's Degree,Nicholas Becker,Male,0,0,Married,Sales Executive,Poor workplace culture,Travel_Frequently,None,19760429,9,3,24164,1,4,3,82,7,11,3,3,25,3,1,23,5,14,10,1/11/2009 0:00,
Sales,Bachelor's Degree,Nicholas Jones,Female,0,1,Single,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,19910818,8,2,15589,3,3,4,43,1,14,3,4,9,2,3,9,8,3,7,3/31/2014 0:00,
Sales,Bachelor's Degree,Nicholas Murray,Male,0,1,Married,Sales Executive,Poor work-life balance,Travel_Rarely,None,19880921,1,2,18659,3,2,3,85,9,11,3,3,15,2,3,11,9,6,9,3/31/2012 0:00,
Sales,Bachelor's Degree,Nicholas Perez,Female,1,1,Single,Manager,Not enough career opportunities ,Travel_Rarely,None,19820406,6,4,14674,3,3,4,75,3,18,3,3,16,3,3,1,0,0,0,3/29/2022 0:00,
Sales,Bachelor's Degree,Nicolas Gonzales,Male,0,0,Married,Sales Executive,Lack of employee motivation,Travel_Rarely,None,19880825,10,4,21530,2,3,1,55,9,17,3,3,15,3,3,13,12,6,0,7/17/2014 0:00,
Sales,Bachelor's Degree,Nicole Anderson,Female,0,0,Single,Sales Representative,Not enough career opportunities ,Travel_Rarely,None,20021203,12,3,25422,4,1,2,90,1,15,3,4,1,0,3,1,0,0,0,2/27/2014 0:00,2/27/2015 0:00
Sales,Bachelor's Degree,Nicole Barnes,Female,1,0,Single,Sales Executive,Not enough career opportunities ,Travel_Rarely,None,19900317,16,1,10092,3,3,1,74,2,20,4,3,11,2,2,0,0,0,0,1/1/2015 0:00,1/1/2015 0:00
Sales,Bachelor's Degree,Olag Walbridge,Male,0,1,Married,Sales Executive,Not enough career opportunities ,Travel_Rarely,Low,19980816,8,4,15678,4,2,2,57,0,22,4,3,4,4,3,3,2,1,2,3/29/2020 0:00,
Sales,Bachelor's Degree,Olivia Mosley,Male,0,1,Divorced,Sales Executive,Poor work-life balance,Travel_Frequently,Low,19840519,20,3,19188,3,2,4,83,2,18,3,4,7,6,3,2,1,2,2,3/29/2021 0:00,
Sales,Bachelor's Degree,Olvan Kaesmans,Male,1,0,Single,Sales Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,20041021,21,4,9947,2,1,2,37,1,13,3,2,1,3,4,1,0,0,0,4/9/2014 0:00,4/9/2015 0:00
Sales,Bachelor's Degree,Oralie Watmough,Male,0,1,Single,Sales Representative,Poor work-life balance,Travel_Rarely,None,20030202,21,3,5050,4,1,4,43,1,17,3,4,2,2,3,2,1,2,2,3/29/2021 0:00,
Sales,Bachelor's Degree,Orren Rolles,Female,0,1,Single,Sales Executive,Poor job satisfaction and pay,Travel_Frequently,None,19881126,1,3,9096,3,3,3,92,1,14,3,1,10,3,4,10,7,0,8,3/31/2013 0:00,
Sales,Bachelor's Degree,Otes McKeaveney,Male,0,1,Divorced,Manager,Not enough career opportunities ,Travel_Rarely,Low,19920307,7,3,25291,2,3,4,44,9,21,4,3,10,3,2,5,4,0,1,3/30/2018 0:00,
Sales,Bachelor's Degree,Papageno Bream,Female,1,0,Single,Sales Representative,Not enough career opportunities ,Travel_Frequently,None,20030110,9,4,17205,3,1,4,54,1,14,3,2,2,3,3,2,2,0,2,3/16/2013 0:00,3/16/2015 0:00
Sales,Bachelor's Degree,Patricia Baker,Female,0,1,Divorced,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,High,19930115,5,4,5431,2,2,3,30,1,13,3,3,10,2,3,10,9,1,2,3/31/2013 0:00,
Sales,Bachelor's Degree,Paul Smith,Female,0,1,Married,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Frequently,Low,19700408,2,3,23537,2,3,2,38,2,12,3,1,30,2,3,15,7,6,12,4/1/2008 0:00,
Sales,Bachelor's Degree,Paulie Young,Female,0,1,Divorced,Sales Executive,Poor work-life balance,Travel_Rarely,Low,19830626,10,2,11591,2,2,2,84,7,12,3,2,7,2,4,5,1,1,3,3/30/2018 0:00,
Sales,Bachelor's Degree,Peter Hicks,Female,0,0,Single,Sales Executive,Lack of employee motivation,Travel_Frequently,None,19950119,13,1,17485,3,2,2,51,5,11,3,1,7,4,1,5,3,0,0,,
Sales,Bachelor's Degree,Phedra Drowsfield,Female,0,1,Married,Sales Executive,Poor job satisfaction and pay,Travel_Frequently,Low,19871108,7,1,2261,4,2,1,83,2,16,3,4,17,2,2,15,7,6,13,4/1/2008 0:00,
Sales,Bachelor's Degree,Philip Mathis,Male,1,0,Single,Sales Executive,Lack of employee motivation,Travel_Rarely,None,19880131,4,4,10333,3,3,1,86,0,22,4,1,9,2,3,8,7,4,7,5/27/2009 0:00,5/25/2017 0:00
Sales,Bachelor's Degree,Pietro Canwell,Female,1,0,Single,Manager,Poor workplace culture,Travel_Rarely,None,19780312,2,1,2493,1,5,2,94,2,16,3,1,26,2,3,24,10,1,11,,2/3/2020 0:00
Sales,Bachelor's Degree,Prent Beeton,Male,0,1,Married,Sales Executive,Not enough career opportunities ,Travel_Rarely,None,19880628,1,2,18659,3,2,3,85,9,11,3,3,15,2,3,11,9,6,9,3/31/2012 0:00,
Sales,Bachelor's Degree,Rab Fellnee,Female,0,1,Divorced,Sales Executive,Not enough career opportunities ,Travel_Rarely,High,19930614,5,4,5431,2,2,3,30,1,13,3,3,10,2,3,10,9,1,2,3/31/2013 0:00,
Sales,Bachelor's Degree,Rachel Wallace,Female,0,1,Married,Sales Executive,Poor workplace culture,Travel_Rarely,Low,19820113,8,3,26841,3,2,2,54,5,21,4,3,14,3,3,5,4,1,4,3/30/2018 0:00,
Sales,Bachelor's Degree,Raine Adkins,Female,1,1,Single,Manager,Not enough career opportunities ,Travel_Rarely,None,19830128,6,4,14674,3,3,4,75,3,18,3,3,16,3,3,1,0,0,0,3/29/2022 0:00,
Sales,Bachelor's Degree,Rance Goose,Female,0,0,Married,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,High,19940501,27,2,24525,3,3,4,35,1,22,4,4,10,3,2,10,4,1,9,,
Sales,Bachelor's Degree,Rebeka Bauer,Female,0,1,Single,Sales Executive,Poor workplace culture,Travel_Frequently,None,19961227,20,4,12916,3,2,3,90,1,14,3,4,7,2,3,7,7,0,7,3/30/2016 0:00,
Sales,Bachelor's Degree,Richard Rodriguez,Female,1,0,Single,Sales Representative,Poor work-life balance,Travel_Frequently,None,19920627,1,4,8319,3,1,2,54,1,11,3,1,3,2,4,3,2,2,2,4/24/2012 0:00,4/24/2015 0:00
Sales,Bachelor's Degree,Robert Bell,Male,1,1,Divorced,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19780807,9,4,19239,3,3,1,74,4,12,3,3,18,2,3,5,4,0,2,3/30/2018 0:00,
Sales,Bachelor's Degree,Robert Cisneros,Male,0,1,Single,Sales Executive,Poor workplace culture,Travel_Rarely,None,19890830,2,4,18686,3,2,4,60,1,22,4,3,6,5,3,6,5,1,4,3/30/2017 0:00,
Sales,Bachelor's Degree,Robert Faulkner,Male,0,1,Married,Sales Executive,Lack of employee motivation,Travel_Rarely,Low,19920119,19,4,3840,1,3,3,80,3,13,3,3,10,2,1,4,3,0,2,3/30/2019 0:00,
Sales,Bachelor's Degree,Robert White,Male,0,1,Married,Sales Executive,Poor work-life balance,Travel_Frequently,Medium,19910101,7,4,17456,3,2,1,54,0,14,3,1,5,2,3,4,3,0,3,3/30/2019 0:00,
Sales,Bachelor's Degree,Robert Williams,Male,0,1,Married,Sales Representative,Not enough career opportunities ,Travel_Frequently,Medium,19990310,24,4,5530,3,1,4,38,0,13,3,3,3,3,3,2,2,2,1,3/29/2021 0:00,
Sales,Bachelor's Degree,Robin Abbott,Female,0,1,Married,Sales Executive,Poor work-life balance,Non-Travel,Low,19730705,1,4,24920,3,2,3,95,0,12,3,1,19,3,3,18,7,0,13,4/2/2005 0:00,
Sales,Bachelor's Degree,Rod Got,Female,1,0,Divorced,Sales Representative,Not enough career opportunities ,Travel_Rarely,High,19940827,1,2,23522,2,1,3,48,6,19,3,3,5,3,3,3,2,0,2,,
Sales,Bachelor's Degree,Rodger Denge,Male,0,1,Married,Sales Executive,Poor work-life balance,Non-Travel,Low,19950107,2,4,16928,3,2,3,61,1,14,3,1,4,3,2,4,3,0,2,3/30/2019 0:00,
Sales,Bachelor's Degree,Ronnie Contreras,Female,0,1,Married,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,Low,19690813,3,4,17011,3,2,1,52,2,14,3,4,16,4,3,6,2,0,5,3/30/2017 0:00,
Sales,Bachelor's Degree,Rori Chisnall,Male,0,1,Single,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19910102,10,4,21703,3,2,4,55,1,12,3,4,10,2,2,10,7,0,8,3/31/2013 0:00,
Sales,Bachelor's Degree,Ryan Wheeler,Female,0,0,Single,Sales Representative,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,19920417,2,3,11882,2,1,4,90,7,14,3,3,3,3,4,1,0,0,0,6/25/2014 0:00,6/25/2015 0:00
Sales,Bachelor's Degree,Sabrina Shah,Male,0,1,Married,Sales Executive,Poor workplace culture,Travel_Rarely,Medium,19941223,2,1,3687,2,2,2,78,2,19,3,2,10,2,3,0,0,0,0,3/29/2023 0:00,
Sales,Bachelor's Degree,Sabrina Thomas,Female,0,1,Married,Sales Representative,Poor work-life balance,Travel_Rarely,Low,19950301,3,2,3692,3,1,2,78,1,19,3,4,1,3,3,1,0,0,0,3/29/2022 0:00,
Sales,Bachelor's Degree,Salome Kimmerling,Male,1,0,Single,Sales Executive,Not enough career opportunities ,Travel_Rarely,None,19881228,4,4,10333,3,3,1,86,0,22,4,1,9,2,3,8,7,4,7,8/14/2013 0:00,8/12/2021 0:00
Sales,Bachelor's Degree,Samantha Anderson,Male,1,1,Divorced,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19770309,2,3,5596,3,3,4,74,4,12,3,2,13,5,2,10,6,0,3,3/31/2013 0:00,
Sales,Bachelor's Degree,Samantha Clarke,Male,0,1,Single,Sales Executive,Lack of employee motivation,Travel_Frequently,None,19970625,1,3,11148,2,2,1,52,1,12,3,2,7,2,3,7,7,0,7,3/30/2016 0:00,
Sales,Bachelor's Degree,Samantha Cummings,Male,0,1,Married,Sales Executive,Poor work-life balance,Travel_Rarely,Low,19840423,6,4,4658,4,3,3,38,2,11,3,1,11,3,3,7,6,7,6,3/30/2016 0:00,
Sales,Bachelor's Degree,Samuel Lopez,Female,0,0,Married,Sales Executive,Lack of employee motivation,Travel_Rarely,High,19770902,10,3,14011,3,3,2,64,5,21,4,3,14,2,3,8,7,0,7,1/2/2011 0:00,
Sales,Bachelor's Degree,Samuel Patel,Male,0,1,Single,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19820304,6,4,15869,3,3,3,35,1,12,3,2,10,3,3,10,8,8,7,3/31/2013 0:00,
Sales,Bachelor's Degree,Sandra Black,Male,0,1,Single,Sales Executive,Lack of employee motivation,Travel_Rarely,None,19890224,1,1,6770,3,3,4,32,1,21,4,1,14,3,2,14,8,2,1,4/1/2009 0:00,
Sales,Bachelor's Degree,Sandra Dougherty,Male,0,1,Single,Sales Executive,Lack of employee motivation,Travel_Rarely,None,19890815,1,1,6770,3,3,4,32,1,21,4,1,14,3,2,14,8,2,1,4/1/2009 0:00,
Sales,Bachelor's Degree,Sandro Hagger,Female,1,1,Married,Sales Executive,Poor work-life balance,Travel_Rarely,Low,19770408,10,3,11563,2,3,4,94,2,19,3,3,15,3,3,3,2,1,2,3/29/2020 0:00,
Sales,Bachelor's Degree,Sara Joseph,Male,0,1,Divorced,Sales Executive,Not enough career opportunities ,Travel_Rarely,High,19750304,7,3,24795,3,2,1,96,4,11,3,1,15,3,3,2,2,2,2,3/29/2021 0:00,
Sales,Bachelor's Degree,Sara Mason,Female,0,1,Single,Sales Executive,Lack of employee motivation,Travel_Rarely,None,19850317,16,2,16379,3,2,2,90,2,12,3,2,8,5,4,3,2,1,2,3/29/2020 0:00,
Sales,Bachelor's Degree,Scott Lee,Male,0,1,Married,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,Low,19970717,1,3,20156,3,2,3,57,1,17,3,2,8,3,3,8,7,7,7,3/31/2015 0:00,
Sales,Bachelor's Degree,Scott Wells,Male,0,1,Single,Sales Representative,Poor workplace culture,Travel_Rarely,None,19860108,1,1,11473,2,1,1,59,4,14,3,1,20,3,2,1,0,0,0,3/29/2022 0:00,
Sales,Bachelor's Degree,Seana Swithenby,Female,0,1,Single,Sales Executive,Not enough career opportunities ,Travel_Frequently,None,19730728,12,3,6645,3,3,4,77,4,11,3,4,16,3,3,2,2,2,1,3/29/2021 0:00,
Sales,Bachelor's Degree,Shalne Bowdrey,Male,0,1,Divorced,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19900701,1,1,21816,4,2,1,48,1,22,4,1,9,5,3,9,8,0,8,3/31/2014 0:00,
Sales,Bachelor's Degree,Shana Pedder,Male,0,1,Married,Sales Executive,Poor work-life balance,Travel_Rarely,Low,19920503,7,2,12241,4,2,4,100,4,11,3,2,10,3,2,8,7,7,7,3/31/2015 0:00,
Sales,Bachelor's Degree,Shannon Greer,Male,0,0,Single,Sales Representative,Poor job satisfaction and pay,Travel_Rarely,None,19931105,9,2,16019,3,1,4,89,1,13,3,3,1,3,2,1,0,0,0,9/10/2014 0:00,9/10/2015 0:00
Sales,Bachelor's Degree,Shayna Sorrie,Male,0,1,Single,Sales Representative,Poor workplace culture,Travel_Rarely,None,19940515,10,3,2755,3,1,3,99,1,11,3,3,1,6,3,1,0,0,0,3/29/2022 0:00,
Sales,Bachelor's Degree,Shelly Neal,Male,0,1,Single,Sales Representative,Not enough career opportunities ,Travel_Rarely,None,19940724,10,3,2755,3,1,3,99,1,11,3,3,1,6,3,1,0,0,0,3/29/2022 0:00,
Sales,Bachelor's Degree,Sheree Halgarth,Female,0,1,Divorced,Sales Executive,Poor workplace culture,Travel_Frequently,Low,19830117,1,3,4297,3,2,1,66,0,17,3,4,10,2,3,9,3,1,7,3/31/2014 0:00,
Sales,Bachelor's Degree,Sherri Roach,Female,0,1,Married,Sales Executive,Poor workplace culture,Travel_Rarely,Medium,19880114,3,1,12695,2,3,4,94,0,19,3,3,10,2,3,9,7,3,4,3/31/2014 0:00,
Sales,Bachelor's Degree,Stefania Daventry,Male,0,1,Married,Sales Executive,Poor workplace culture,Travel_Rarely,Medium,19910307,8,3,11693,4,2,4,56,1,15,3,3,10,4,4,10,7,0,8,3/31/2013 0:00,
Sales,Bachelor's Degree,Stephan Wollacott,Male,0,1,Married,Sales Executive,Not enough career opportunities ,Travel_Frequently,None,19720610,2,2,15395,3,3,2,52,2,11,3,2,14,5,3,4,2,3,2,3/30/2019 0:00,
Sales,Bachelor's Degree,Stephanie Curry,Female,0,0,Single,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19900626,16,1,26507,3,2,1,69,5,15,3,3,6,3,3,3,2,0,2,3/28/2012 0:00,3/28/2015 0:00
Sales,Bachelor's Degree,Stephanie Kim,Female,1,1,Married,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19790810,28,4,11737,4,4,4,53,3,18,3,3,23,2,3,12,11,11,11,4/1/2011 0:00,
Sales,Bachelor's Degree,Stephen Williams,Male,0,1,Divorced,Sales Representative,Not enough career opportunities ,Travel_Rarely,Medium,19940707,10,4,17967,3,1,2,83,1,14,3,4,2,2,3,2,2,2,2,3/29/2021 0:00,
Sales,Bachelor's Degree,Steven Bishop,Male,1,0,Divorced,Sales Representative,Not enough career opportunities ,Travel_Rarely,Low,20000401,7,3,25103,3,1,4,99,1,21,4,2,3,2,3,3,2,0,2,3/28/2013 0:00,3/27/2016 0:00
Sales,Bachelor's Degree,Steven Huff,Male,0,1,Married,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19850513,14,3,12355,3,2,2,80,0,11,3,4,10,3,3,9,8,7,7,3/31/2014 0:00,
Sales,Bachelor's Degree,Steven Logan,Female,0,0,Single,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,19940805,13,1,17485,3,2,2,51,5,11,3,1,7,4,1,5,3,0,0,3/25/2012 0:00,3/24/2017 0:00
Sales,Bachelor's Degree,Steven Perez,Female,0,1,Single,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,19731119,12,3,6645,3,3,4,77,4,11,3,4,16,3,3,2,2,2,1,3/29/2021 0:00,
Sales,Bachelor's Degree,Steven Roberts,Male,0,0,Single,Sales Representative,Lack of employee motivation,Travel_Rarely,None,19930812,9,2,16019,3,1,4,89,1,13,3,3,1,3,2,1,0,0,0,9/10/2014 0:00,9/10/2015 0:00
Sales,Bachelor's Degree,Susan Brown,Female,0,1,Single,Sales Executive,Poor work-life balance,Non-Travel,None,19900930,2,4,10697,3,2,2,62,8,15,3,4,13,2,2,11,7,1,7,3/31/2012 0:00,
Sales,Bachelor's Degree,Tammy Wagner,Female,0,1,Divorced,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19770207,3,1,7739,4,4,1,45,2,12,3,4,25,5,3,19,17,2,8,4/2/2004 0:00,
Sales,Bachelor's Degree,Tanner Ramos,Female,0,1,Single,Sales Executive,Poor workplace culture,Non-Travel,None,19781030,6,4,16840,2,3,4,57,6,12,3,4,23,2,3,19,7,12,8,4/2/2004 0:00,
Sales,Bachelor's Degree,Tanya Harrison,Female,0,1,Single,Sales Executive,Not enough career opportunities ,Travel_Rarely,None,19780824,20,4,23333,3,2,3,50,8,15,3,3,8,3,3,5,3,0,1,3/30/2018 0:00,
Sales,Bachelor's Degree,Tara Shaw,Male,0,1,Single,Sales Executive,Not enough career opportunities ,Travel_Rarely,None,19960104,9,4,5099,3,2,4,44,1,14,3,1,7,5,3,7,7,0,7,3/30/2016 0:00,
Sales,Bachelor's Degree,Tedie Alwen,Male,0,1,Married,Sales Representative,Poor work-life balance,Travel_Frequently,Medium,19990503,24,4,5530,3,1,4,38,0,13,3,3,3,3,3,2,2,2,1,3/29/2021 0:00,
Sales,Bachelor's Degree,Teresa Jones,Female,0,1,Married,Sales Executive,Lack of employee motivation,Travel_Frequently,Low,19901223,25,2,4905,3,2,3,82,1,12,3,1,10,3,2,10,7,0,1,3/31/2013 0:00,
Sales,Bachelor's Degree,Teresa Little,Female,0,1,Married,Sales Representative,Not fitting in and feeling a sense of belonging,Travel_Frequently,Low,19941207,20,3,18203,3,1,4,84,1,15,3,2,3,5,3,3,1,0,2,3/29/2020 0:00,
Sales,Bachelor's Degree,Teriann Sedgeworth,Male,1,1,Divorced,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,Low,19780808,9,4,19239,3,3,1,74,4,12,3,3,18,2,3,5,4,0,2,3/30/2018 0:00,
Sales,Bachelor's Degree,Terrel Oglethorpe,Male,0,0,Married,Sales Representative,Lack of employee motivation,Travel_Rarely,Low,19840113,5,4,3335,3,2,4,56,3,14,3,3,19,6,4,1,0,0,0,5/10/2014 0:00,5/10/2015 0:00
Sales,Bachelor's Degree,Terri Wilkins,Male,0,1,Divorced,Sales Executive,Not fitting in and feeling a sense of belonging,Travel_Rarely,Medium,19940916,19,3,23757,2,2,3,77,1,14,3,3,10,3,3,10,7,0,4,3/31/2013 0:00,
Sales,Bachelor's Degree,Thomas Austin,Male,0,1,Single,Sales Executive,Not enough career opportunities ,Travel_Rarely,None,19980113,10,3,9125,3,2,4,46,1,13,3,1,5,4,3,5,3,1,2,3/30/2018 0:00,
Sales,Bachelor's Degree,Thomas Kelly,Male,0,1,Single,Sales Executive,Poor work-life balance,Travel_Rarely,None,19970927,10,3,9125,3,2,4,46,1,13,3,1,5,4,3,5,3,1,2,3/30/2018 0:00,
Sales,Bachelor's Degree,Thomas Russell,Male,0,1,Divorced,Sales Executive,Not enough career opportunities ,Non-Travel,Low,19830831,28,3,11373,1,3,1,58,3,15,3,3,20,2,3,1,0,0,1,3/29/2022 0:00,
Sales,Bachelor's Degree,Thomas Walters,Male,0,1,Married,Sales Executive,Poor work-life balance,Travel_Rarely,Medium,19910701,8,3,11693,4,2,4,56,1,15,3,3,10,4,4,10,7,0,8,3/31/2013 0:00,
Sales,Bachelor's Degree,Tiffany Mitchell,Female,1,1,Married,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,Low,19760702,14,3,24200,3,2,3,78,3,17,3,3,11,4,2,5,4,1,2,3/30/2018 0:00,
Sales,Bachelor's Degree,Timothy Boyd,Female,0,1,Single,Sales Executive,Poor job satisfaction and pay,Travel_Frequently,None,19960814,20,4,12916,3,2,3,90,1,14,3,4,7,2,3,7,7,0,7,3/30/2016 0:00,
Sales,Bachelor's Degree,Tom Jenkins,Male,1,1,Married,Manager,Lack of employee motivation,Travel_Rarely,Low,19730112,9,3,19519,3,5,3,59,4,16,3,3,27,2,3,1,0,0,0,3/29/2022 0:00,
Sales,Bachelor's Degree,Tomas Raft,Female,1,1,Divorced,Sales Representative,Poor work-life balance,Travel_Rarely,Medium,19890715,14,3,2912,3,1,3,31,1,18,3,4,8,3,3,8,2,0,6,3/31/2015 0:00,
Sales,Bachelor's Degree,Toni Kramer,Female,1,0,Married,Sales Executive,Poor job satisfaction and pay,Travel_Rarely,Low,19920402,20,2,24788,1,2,3,71,3,11,3,3,4,2,3,2,2,2,2,3/3/2013 0:00,3/3/2015 0:00
Sales,Bachelor's Degree,Tyler Andrews,Male,1,1,Divorced,Sales Executive,Poor work-life balance,Travel_Rarely,Low,19940130,5,1,3356,2,2,2,43,1,13,3,2,10,3,2,10,0,0,9,3/31/2013 0:00,
Sales,Bachelor's Degree,Uriah Riehm,Female,1,1,Married,Manager,Lack of employee motivation,Travel_Rarely,Low,19770520,2,3,14977,1,4,2,75,3,12,3,2,28,2,2,7,7,7,7,3/30/2016 0:00,
Sales,Bachelor's Degree,Valerie Vazquez,Male,0,1,Divorced,Manager,Poor workplace culture,Non-Travel,Low,19651205,2,2,22577,3,4,2,52,4,22,4,4,37,0,2,16,9,14,14,4/2/2007 0:00,
Sales,Bachelor's Degree,Veda Poundsford,Male,1,0,Single,Sales Executive,Poor workplace culture,Travel_Rarely,None,19980212,5,3,26959,2,2,3,46,1,11,3,4,6,1,3,6,4,0,3,1/10/2014 0:00,1/9/2020 0:00
Sales,Bachelor's Degree,Victoria Barnett,Male,0,1,Single,Sales Representative,Lack of employee motivation,Travel_Rarely,None,20031110,21,3,5050,4,1,4,43,1,17,3,4,2,2,3,2,1,2,2,3/29/2021 0:00,
Sales,Bachelor's Degree,Vilma Sherrett,Female,0,1,Married,Sales Executive,Not fitting in and feeling a sense of belonging,Non-Travel,Low,19731201,1,4,24920,3,2,3,95,0,12,3,1,19,3,3,18,7,0,13,4/2/2005 0:00,
Sales,Bachelor's Degree,Vincent Horley,Male,1,1,Married,Sales Executive,Poor workplace culture,Travel_Rarely,Low,19870129,2,4,3010,3,2,3,75,4,11,3,3,17,3,2,3,0,1,0,3/29/2020 0:00,
Sales,Bachelor's Degree,Virgie Karus,Female,1,1,Single,Sales Executive,Poor job satisfaction and pay,Non-Travel,None,19850902,10,3,19899,3,2,4,85,1,13,3,2,6,1,3,5,3,1,3,3/30/2018 0:00,
Sales,Bachelor's Degree,Walter Hayes,Female,0,1,Single,Sales Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19970123,5,4,21378,2,1,3,30,0,18,3,4,5,2,3,4,2,0,0,3/30/2019 0:00,
Sales,Bachelor's Degree,Wesley Fitzgerald MD,Female,1,1,Married,Sales Executive,Poor work-life balance,Travel_Rarely,Low,19970720,23,3,21436,2,2,4,47,7,19,3,3,5,2,2,2,2,0,0,3/29/2021 0:00,
Sales,Bachelor's Degree,William Gallagher,Female,0,1,Married,Sales Executive,Poor workplace culture,Travel_Frequently,Low,19810324,26,3,14864,3,4,2,77,5,14,3,4,23,2,4,20,4,4,8,4/3/2003 0:00,
